tqq,tss,nooverlap
t7378c9,t6781c4,0
t7378c9,t6797c0,0
t7378c9,t6800c1,0
t7378c9,t6812c6,0
t7378c9,t6814c0,0
t7378c9,t6818c1,0
t7378c9,t6820c7,0
t7378c9,t6836c0,0
t7378c9,t6993c0,0
t7378c9,t6843c1,0
t7378c9,t6844c0,0
t7378c9,t6846c0,0
t7378c9,t6853c1,0
t7378c9,t6863c0,0
t7378c9,t6879c1,0
t7378c9,t6929c4,0
t7378c9,t6962c1,0
t7378c9,t6967c4,0
t7378c9,t6972c1,0
t7378c9,t6977c1,0
t7378c9,t7015c0,0
t7378c9,t7054c0,0
t7378c9,t7075c0,0
t7378c9,t7085c1,0
t7378c9,t7088c0,0
t7378c9,t7094c0,0
t7378c9,t7096c6,0
t7378c9,t7115c0,0
t7378c9,t7115c1,0
t7378c9,t7115c2,0
t7378c9,t7117c0,0
t7378c9,t7126c0,0
t7378c9,t7139c1,0
t7378c9,t7159c1,0
t7378c9,t7161c1,0
t7378c9,t7167c0,0
t7378c9,t7184c1,0
t7378c9,t7212c1,0
t7378c9,t7219c0,0
t7378c9,t7248c4,0
t7378c9,t7258c1,0
t7378c9,t7281c0,0
t7378c9,t7302c3,0
t7378c9,t7308c6,0
t7378c9,t7313c2,0
t7378c9,t7320c0,0
t7378c9,t7335c1,0
t7378c9,t7380c1,0
t7378c9,t7383c4,0
t7378c9,t7392c1,0
t7378c9,t7397c0,0
t7378c9,t7400c2,0
t7378c9,t7407c6,0
t7378c9,t7419c1,0
t7378c9,t7425c2,0
t7378c9,t7443c0,0
t7378c9,t7445c1,0
t7378c9,t7446c1,0
t7378c9,t7456c0,0
t7378c9,t7464c0,0
t7378c9,t7474c1,0
t7378c9,t7481c0,0
t7378c9,t7483c3,0
t7378c9,t7485c0,0
t7378c9,t7487c0,0
t7378c9,t7534c4,0
t7378c9,t7587c1,0
t7378c9,t7599c1,0
t7378c9,t7609c2,0
t7378c9,t7625c2,0
t7378c9,t7627c0,0
t7378c9,t7631c0,0
t7378c9,t7643c0,0
t7378c9,t7659c2,0
t7378c9,t7763c4,0
t7378c9,t7769c4,0
t7378c9,t7774c0,0
t7378c9,t7799c0,0
t7378c9,t7817c3,0
t7378c9,t7817c15,0
t7378c9,t7818c0,0
