t1793_c0,		t8737262_c1,		1
t1793_c0,		t7319715_c1,		1
t1793_c0,		t9205827_c1,		1
t1793_c0,		t5011423_c6,		1
t1793_c0,		t2456584_c2,		3
t1793_c0,		t3468704_c0,		1
t1793_c0,		t107325_c0,		1
t1793_c0,		t5982579_c0,		1
t1793_c0,		t267943_c0,		1
t1793_c0,		t3877552_c0,		1
t1793_c0,		t5230953_c0,		1
t1793_c0,		t3313927_c0,		1
t1793_c0,		t4786125_c0,		1
t1793_c0,		t5537457_c0,		1
t1793_c0,		t6928371_c0,		1
t1793_c0,		t2948140_c0,		1
t1793_c0,		t3312362_c0,		1
t1793_c0,		t916417_c0,		1
t1793_c0,		t2913168_c0,		1
t1793_c0,		t4723103_c0,		1
t1793_c0,		t6400475_c0,		1
t1793_c0,		t9764595_c0,		1
t1793_c0,		t4388342_c0,		1
t1793_c0,		t6832177_c0,		1
t1793_c0,		t8119137_c0,		1
t1793_c0,		t8718081_c0,		1
t1793_c0,		t5903373_c4,		1
t1793_c0,		t8023712_c4,		1
t1793_c0,		t5129968_c0,		1
t1793_c0,		t770896_c0,		1
t1793_c0,		t561518_c0,		1
t1793_c0,		t2135573_c3,		1
t1793_c0,		t8269220_c0,		1
t1793_c0,		t1296201_c0,		1
t1793_c0,		t6711631_c2,		5
t1793_c0,		t10060391_c6,		1
t1793_c0,		t4824865_c1,		1
t1793_c0,		t6704953_c1,		1
t1793_c0,		t8700709_c3,		7
t1793_c0,		t4578061_c5,		1
t1793_c0,		t6359497_c8,		5
t1793_c0,		t2573382_c0,		1
t1793_c0,		t5063412_c4,		1
t1793_c0,		t64353_c4,		1
t1793_c0,		t10264535_c2,		1
t1793_c0,		t8700709_c2,		3
t1793_c0,		t9355764_c8,		1
t1793_c0,		t6711631_c1,		3
t1793_c0,		t2992888_c0,		1
t1793_c0,		t582563_c0,		2
t1793_c0,		t6890489_c2,		3
t1793_c0,		t79546_c3,		1
t1793_c0,		t9161821_c10,		1
t1793_c0,		t5911358_c0,		1
t1793_c0,		t6887888_c0,		1
t1793_c0,		t8614580_c0,		4
t1793_c0,		t3678421_c0,		2
t1793_c0,		t8391425_c4,		2
t1793_c0,		t3198605_c2,		1
t1793_c0,		t1126237_c5,		1
t1793_c0,		t4542234_c1,		1
t1793_c0,		t1683871_c2,		1
t1793_c0,		t1683871_c0,		1
t1793_c0,		t2755244_c2,		1
t1793_c0,		t8285286_c1,		1
t1793_c0,		t9262857_c5,		1
t1793_c0,		t5769411_c3,		1
t1793_c0,		t10060391_c3,		1
t1793_c0,		t5288939_c0,		1
t1793_c0,		t10045688_c1,		1
t1793_c0,		t2456584_c1,		2
t1793_c0,		t10235239_c1,		1
t1793_c0,		t1276527_c2,		1
t1793_c0,		t5981839_c2,		1
t1793_c0,		t9520876_c0,		1
t1793_c0,		t1381886_c4,		1
t1793_c0,		t1119059_c0,		1
t1793_c0,		t2685909_c0,		1
t1793_c0,		t1390838_c3,		1
t1793_c0,		t2407473_c0,		1
t1793_c0,		t5407894_c1,		1
t1793_c0,		t5813457_c1,		1
t1793_c0,		t1265089_c0,		1
t1793_c0,		t3353490_c0,		1
t1793_c0,		t4937298_c0,		1
t1793_c0,		t4945772_c0,		1
t1793_c0,		t5029109_c0,		1
t1793_c0,		t8495834_c0,		1
t1793_c0,		t1659746_c5,		1
t1793_c0,		t10125921_c0,		1
t1793_c0,		t7441493_c2,		1
t1793_c0,		t8370264_c1,		1
t1793_c0,		t8458946_c2,		1
t1793_c0,		t10005814_c0,		1
t1793_c0,		t10024664_c0,		1
t1793_c0,		t10281900_c0,		1
t1793_c0,		t4917262_c2,		1
t1793_c0,		t6711631_c10,		1
t1793_c0,		t2175125_c0,		1
t1793_c0,		t115249_c5,		1
t1793_c0,		t7396483_c5,		1
t1793_c0,		t388319_c0,		1
t1793_c0,		t2992888_c2,		1
t3967_c0,		t5562157_c0,		2
t3967_c0,		t6359497_c8,		5
t3967_c0,		t8700709_c2,		6
t3967_c0,		t9935516_c0,		1
t3967_c0,		t8477228_c4,		1
t3967_c0,		t1040921_c4,		2
