TQ:Q, TS:S, qindex, sindex, q, s, d
7821:1, 2:2, 0, 0, [], [], na
7821:1, 4:3, 0, 0, [], [], na
7821:1, 6:0, 0, 0, [], [], na
7821:1, 6:3, 0, 0, [], [], na
7821:1, 6:4, 0, 0, [], [], na
7821:1, 8:1, 0, 0, [], [], na
7821:1, 15:0, 0, 0, [], [], na
7821:1, 19:5, 0, 0, [], [], na
7821:1, 20:2, 0, 0, [], [], na
7821:1, 20:3, 0, 0, [], [], na
7821:1, 21:1, 0, 0, [], [], na
7821:1, 24:0, 0, 0, [], [], na
7821:1, 31:0, 0, 0, [], [], na
7821:1, 36:1, 0, 0, [], [], na
7821:1, 42:0, 0, 0, [], [], na
7821:1, 44:1, 0, 0, [], [], na
7821:1, 45:0, 0, 0, [], [], na
7821:1, 46:1, 0, 0, [], [], na
7821:1, 48:1, 0, 0, [], [], na
7821:1, 51:3, 0, 0, [], [], na
7821:1, 52:1, 0, 0, [], [], na
7821:1, 52:2, 0, 0, [], [], na
7821:1, 54:0, 0, 0, [], [], na
7821:1, 54:1, 0, 0, [], [], na
7821:1, 55:5, 0, 0, [], [], na
7821:1, 57:1, 0, 0, [], [], na
7821:1, 58:5, 0, 0, [], [], na
7821:1, 61:0, 0, 0, [], [], na
7821:1, 62:1, 0, 0, [], [], na
7821:1, 63:3, 0, 0, [], [], na
7821:1, 64:0, 0, 0, [], [], na
7821:1, 65:0, 0, 0, [], [], na
7821:1, 66:0, 0, 0, [], [], na
7821:1, 66:1, 0, 0, [], [], na
7821:1, 69:2, 0, 0, [], [], na
7821:1, 72:0, 0, 0, [], [], na
7821:1, 74:1, 0, 0, [], [], na
7821:1, 78:1, 0, 0, [], [], na
7821:1, 78:6, 0, 0, [], [], na
7821:1, 80:0, 0, 0, [], [], na
7821:1, 83:1, 0, 0, [], [], na
7821:1, 84:1, 0, 0, [], [], na
7821:1, 89:1, 0, 0, [], [], na
7821:1, 89:7, 0, 0, [], [], na
7821:1, 89:13, 0, 0, [], [], na
7821:1, 89:18, 0, 0, [], [], na
7821:1, 92:1, 0, 0, [], [], na
7821:1, 94:2, 0, 0, [], [], na
7821:1, 95:0, 0, 0, [], [], na
7821:1, 98:1, 0, 0, [], [], na
7821:1, 110:0, 0, 0, [], [], na
7821:1, 114:4, 0, 0, [], [], na
7821:1, 117:0, 0, 0, [], [], na
7821:1, 119:2, 0, 0, [], [], na
7821:1, 120:0, 0, 0, [], [], na
7821:1, 121:2, 0, 0, [], [], na
7821:1, 122:1, 0, 0, [], [], na
7821:1, 123:1, 0, 0, [], [], na
7821:1, 123:2, 0, 0, [], [], na
7821:1, 129:1, 0, 0, [], [], na
7821:1, 132:1, 0, 0, [], [], na
7821:1, 141:1, 0, 0, [], [], na
7821:1, 146:15, 0, 0, [], [], na
7821:1, 147:0, 0, 0, [], [], na
7821:1, 150:2, 0, 0, [], [], na
7821:1, 153:1, 0, 0, [], [], na
7821:1, 155:1, 0, 0, [], [], na
7821:1, 156:0, 0, 0, [], [], na
7821:1, 163:4, 0, 0, [], [], na
7821:1, 168:1, 0, 0, [], [], na
7821:1, 171:1, 0, 0, [], [], na
7821:1, 172:2, 0, 0, [], [], na
7821:1, 174:3, 0, 0, [], [], na
7821:1, 174:5, 0, 0, [], [], na
7821:1, 177:1, 0, 0, [], [], na
7821:1, 179:1, 0, 0, [], [], na
7821:1, 180:0, 0, 0, [], [], na
7821:1, 180:1, 0, 0, [], [], na
7821:1, 180:2, 0, 0, [], [], na
7821:1, 180:3, 0, 0, [], [], na
7821:1, 180:4, 0, 0, [], [], na
7821:1, 182:8, 0, 0, [], [], na
7821:1, 185:0, 0, 0, [], [], na
7821:1, 194:1, 0, 0, [], [], na
7821:1, 194:3, 0, 0, [], [], na
7821:1, 196:0, 0, 0, [], [], na
7821:1, 200:1, 0, 0, [], [], na
7821:1, 200:2, 0, 0, [], [], na
7821:1, 205:0, 0, 0, [], [], na
7821:1, 206:0, 0, 0, [], [], na
7821:1, 210:0, 0, 0, [], [], na
7821:1, 210:1, 0, 0, [], [], na
7821:1, 210:2, 0, 0, [], [], na
7821:1, 215:0, 0, 0, [], [], na
7821:1, 217:3, 0, 0, [], [], na
7821:1, 218:0, 0, 0, [], [], na
7821:1, 218:7, 0, 0, [], [], na
7821:1, 220:5, 0, 0, [], [], na
7821:1, 220:6, 0, 0, [], [], na
7821:1, 224:0, 0, 0, [], [], na
7821:1, 234:0, 0, 0, [], [], na
7821:1, 235:2, 0, 0, [], [], na
7821:1, 243:1, 0, 0, [], [], na
7821:1, 248:2, 0, 0, [], [], na
7821:1, 251:6, 0, 0, [], [], na
7821:1, 260:0, 0, 0, [], [], na
7821:1, 260:6, 0, 0, [], [], na
7821:1, 261:1, 0, 0, [], [], na
7821:1, 261:2, 0, 0, [], [], na
7821:1, 263:7, 0, 0, [], [], na
7821:1, 264:2, 0, 0, [], [], na
7821:1, 267:1, 0, 0, [], [], na
7821:1, 271:1, 0, 0, [], [], na
7821:1, 274:0, 0, 0, [], [], na
7821:1, 275:0, 0, 0, [], [], na
7821:1, 275:2, 0, 0, [], [], na
7821:1, 275:3, 0, 0, [], [], na
7821:1, 278:2, 0, 0, [], [], na
7821:1, 278:3, 0, 0, [], [], na
7821:1, 279:1, 0, 0, [], [], na
7821:1, 286:2, 0, 0, [], [], na
7821:1, 289:0, 0, 0, [], [], na
7821:1, 292:2, 0, 0, [], [], na
7821:1, 294:2, 0, 0, [], [], na
7821:1, 302:0, 0, 0, [], [], na
7821:1, 303:0, 0, 0, [], [], na
7821:1, 304:1, 0, 0, [], [], na
7821:1, 305:0, 0, 0, [], [], na
7821:1, 305:2, 0, 0, [], [], na
7821:1, 305:4, 0, 0, [], [], na
7821:1, 306:0, 0, 0, [], [], na
7821:1, 306:1, 0, 0, [], [], na
7821:1, 308:0, 0, 0, [], [], na
7821:1, 320:0, 0, 0, [], [], na
7821:1, 327:0, 0, 0, [], [], na
7821:1, 328:0, 0, 0, [], [], na
7821:1, 328:1, 0, 0, [], [], na
7821:1, 328:5, 0, 0, [], [], na
7821:1, 328:6, 0, 0, [], [], na
7821:1, 333:1, 0, 0, [], [], na
7821:1, 335:0, 0, 0, [], [], na
7821:1, 336:2, 0, 0, [], [], na
7821:1, 338:0, 0, 0, [], [], na
7821:1, 340:0, 0, 0, [], [], na
7821:1, 340:1, 0, 0, [], [], na
7821:1, 350:1, 0, 0, [], [], na
7821:1, 353:1, 0, 0, [], [], na
7821:1, 354:6, 0, 0, [], [], na
7821:1, 361:0, 0, 0, [], [], na
7821:1, 361:4, 0, 0, [], [], na
7821:1, 365:1, 0, 0, [], [], na
7821:1, 365:2, 0, 0, [], [], na
7821:1, 367:1, 0, 0, [], [], na
7821:1, 374:0, 0, 0, [], [], na
7821:1, 374:5, 0, 0, [], [], na
7821:1, 374:6, 0, 0, [], [], na
7821:1, 381:1, 0, 0, [], [], na
7821:1, 381:2, 0, 0, [], [], na
7821:1, 382:3, 0, 0, [], [], na
7821:1, 390:2, 0, 0, [], [], na
7821:1, 399:0, 0, 0, [], [], na
7821:1, 401:3, 0, 0, [], [], na
7821:1, 402:1, 0, 0, [], [], na
7821:1, 404:0, 0, 0, [], [], na
7821:1, 404:8, 0, 0, [], [], na
7821:1, 405:1, 0, 0, [], [], na
7821:1, 406:0, 0, 0, [], [], na
7821:1, 409:1, 0, 0, [], [], na
7821:1, 412:12, 0, 0, [], [], na
7821:1, 412:15, 0, 0, [], [], na
7821:1, 413:1, 0, 0, [], [], na
7821:1, 417:3, 0, 0, [], [], na
7821:1, 418:6, 0, 0, [], [], na
7821:1, 421:4, 0, 0, [], [], na
7821:1, 421:8, 0, 0, [], [], na
7821:1, 422:2, 0, 0, [], [], na
7821:1, 423:0, 0, 0, [], [], na
7821:1, 425:0, 0, 0, [], [], na
7821:1, 425:1, 0, 0, [], [], na
7821:1, 429:0, 0, 0, [], [], na
7821:1, 430:0, 0, 0, [], [], na
7821:1, 431:6, 0, 0, [], [], na
7821:1, 432:6, 0, 0, [], [], na
7821:1, 434:0, 0, 0, [], [], na
7821:1, 441:1, 0, 0, [], [], na
7821:1, 441:6, 0, 0, [], [], na
7821:1, 442:1, 0, 0, [], [], na
7821:1, 447:0, 0, 0, [], [], na
7821:1, 448:1, 0, 0, [], [], na
7821:1, 453:1, 0, 0, [], [], na
7821:1, 455:1, 0, 0, [], [], na
7821:1, 460:1, 0, 0, [], [], na
7821:1, 466:0, 0, 0, [], [], na
7821:1, 466:1, 0, 0, [], [], na
7821:1, 469:8, 0, 0, [], [], na
7821:1, 469:9, 0, 0, [], [], na
7821:1, 473:1, 0, 0, [], [], na
7821:1, 474:1, 0, 0, [], [], na
7821:1, 475:0, 0, 0, [], [], na
7821:1, 475:1, 0, 0, [], [], na
7821:1, 475:2, 0, 0, [], [], na
7821:1, 476:3, 0, 0, [], [], na
7821:1, 476:4, 0, 0, [], [], na
7821:1, 483:1, 0, 0, [], [], na
7821:1, 487:1, 0, 0, [], [], na
7821:1, 487:4, 0, 0, [], [], na
7821:1, 488:0, 0, 0, [], [], na
7821:1, 493:0, 0, 0, [], [], na
7821:1, 494:0, 0, 0, [], [], na
7821:1, 494:5, 0, 0, [], [], na
7821:1, 494:7, 0, 0, [], [], na
7821:1, 506:2, 0, 0, [], [], na
7821:1, 507:0, 0, 0, [], [], na
7821:1, 514:3, 0, 0, [], [], na
7821:1, 515:3, 0, 0, [], [], na
7821:1, 519:6, 0, 0, [], [], na
7821:1, 519:7, 0, 0, [], [], na
7821:1, 521:0, 0, 0, [], [], na
7821:1, 522:1, 0, 0, [], [], na
7821:1, 522:2, 0, 0, [], [], na
7821:1, 522:6, 0, 0, [], [], na
7821:1, 524:0, 0, 0, [], [], na
7821:1, 524:1, 0, 0, [], [], na
7821:1, 524:2, 0, 0, [], [], na
7821:1, 524:3, 0, 0, [], [], na
7821:1, 532:2, 0, 0, [], [], na
7821:1, 535:1, 0, 0, [], [], na
7821:1, 536:0, 0, 0, [], [], na
7821:1, 539:0, 0, 0, [], [], na
7821:1, 539:3, 0, 0, [], [], na
7821:1, 544:0, 0, 0, [], [], na
