tqq,recall,search_mode
t1793c0,1.0,0
t3967c0,0.0,0
t7378c9,0.002374420802692547,0
t7821c1,0.0016573931573339647,0
t8999c1,0.0018937332665810496,0
t9136c4,0.026740942997064573,0
t11627c4,0.0008410428931875525,0
t12886c0,0.0007524454477050414,0
t13388c1,0.00046192043420520813,0
t15192c0,0.003795721187025535,0
